,Valor_Aluguel,Valor_Condominio,Metragem,N_Quartos,N_banheiros,N_Suites,N_Vagas
1930,1400,650.0,53,2,2,1,1
1931,1400,372.0,47,2,2,1,1
1932,1400,465.0,55,2,2,1,1
1933,1400,200.0,50,2,2,1,1
1934,1400,763.0,56,2,2,1,1
1935,1400,120.0,70,2,1,0,0
1936,1400,717.0,44,1,1,0,1
1937,1400,670.0,56,2,1,0,1
1938,1400,442.0,38,1,1,0,1
1939,1400,670.0,56,2,1,0,1
1940,1400,347.0,80,3,1,0,0
1941,1400,409.0,60,2,1,0,1
1942,1400,296.0,42,2,1,0,1
1943,1400,371.0,50,2,1,0,1
1944,1400,571.0,35,1,1,0,1
1945,1400,460.0,45,2,1,0,1
1946,1400,540.0,50,1,1,0,0
1947,1400,520.0,38,1,1,0,0
1948,1400,699.0,45,1,1,0,1
1949,1400,350.0,32,1,1,0,1
1950,1400,360.0,80,2,1,0,0
1951,1400,450.0,50,1,1,0,1
1952,1400,450.0,84,2,1,0,1
1953,1400,645.0,60,2,1,0,2
1954,1400,475.0,60,2,1,0,1
1955,1400,445.0,64,2,1,0,1
1956,1400,1050.0,90,3,1,0,2
1957,1400,321.0,73,2,1,0,1
1958,1400,400.0,48,2,1,0,1
1959,1400,200.0,45,2,1,0,1
1960,1400,400.0,48,2,1,0,1
1961,1400,0.0,65,2,1,0,0
1962,1400,729.0,69,2,2,1,2
1963,1400,550.0,60,2,1,0,1
1964,1400,550.0,60,2,1,0,1
1965,1400,575.0,56,2,1,0,1
1966,1400,743.0,63,2,1,0,1
1967,1400,400.0,44,2,1,0,1
1968,1400,0.0,56,2,1,0,1
1969,1400,0.0,50,1,1,0,1
1970,1400,0.0,50,2,1,0,1
1971,1400,100.0,40,2,1,0,1
1972,1400,268.0,45,2,1,0,1
1973,1400,0.0,50,2,1,0,1
1974,1400,895.0,68,3,2,0,2
1975,1400,631.0,66,2,1,0,1
1976,1400,80.0,75,2,1,0,0
1977,1400,795.0,68,3,2,1,1
1978,1400,294.0,57,2,1,0,1
1979,1400,900.0,77,3,1,0,2
1980,1400,580.0,60,3,1,0,1
1981,1400,461.0,60,1,1,0,0
1982,1400,333.0,34,1,1,0,1
1983,1400,660.0,62,3,2,1,1
1984,1400,394.0,47,2,1,0,1
1985,1400,835.0,64,2,1,0,1
1986,1400,528.0,60,2,1,0,1
1987,1400,100.0,80,2,1,0,0
1988,1400,535.0,82,2,1,0,2
1989,1400,600.0,144,2,1,0,1
1990,1400,658.0,53,2,1,0,1
1991,1400,850.0,64,2,2,1,1
1992,1400,570.0,60,2,2,1,1
1993,1400,725.0,74,2,2,0,1
1994,1400,640.0,74,3,1,0,1
1995,1400,400.0,57,2,2,1,1
1996,1400,720.0,75,3,2,0,1
1997,1400,560.0,60,2,1,0,1
1998,1400,600.0,72,3,1,0,1
1999,1400,470.0,50,2,1,0,1
2000,1400,532.0,68,3,2,1,1
2001,1400,764.0,70,3,1,0,2
2002,1400,400.0,52,2,1,0,1
2003,1400,480.0,55,2,1,0,1
2004,1400,530.0,58,2,1,0,1
2005,1400,900.0,70,3,2,1,1
2006,1400,759.0,84,3,2,1,1
2007,1400,410.0,65,2,2,1,1
2008,1400,501.0,70,3,1,0,1
2009,1400,300.0,48,2,1,0,1
2010,1400,620.0,117,3,2,1,2
2011,1400,590.0,70,3,2,1,1
2012,1400,293.0,70,2,1,0,1
2013,1400,637.0,37,1,1,0,1
2014,1400,600.0,61,3,2,1,1
2015,1400,600.0,61,3,2,1,1
2016,1400,413.0,60,3,1,0,1
2017,1400,200.0,50,2,1,0,1
2018,1400,400.0,50,2,1,0,1
2019,1400,200.0,47,2,1,0,1
2020,1400,200.0,50,2,1,0,1
2021,1400,763.0,56,2,1,0,1
2022,1400,705.0,65,2,2,1,2
2023,1400,150.0,70,2,2,1,1
2024,1400,550.0,80,2,1,0,1
2025,1400,500.0,75,2,1,0,0
2026,1400,477.0,58,2,1,0,1
2027,1400,400.0,80,2,1,0,0
2028,1400,490.0,55,2,2,1,1
2029,1400,327.0,50,1,2,1,1
2030,1400,50.0,70,3,2,1,1
2031,1400,442.0,38,1,2,1,1
2032,1400,700.0,72,2,2,1,1
2033,1400,273.0,32,1,2,1,1
2034,1400,341.0,44,2,2,1,1
2035,1400,480.0,50,1,2,1,1
2036,1400,607.0,47,1,2,1,1
2037,1400,307.0,32,1,2,1,1
2038,1400,500.0,43,1,2,1,1
2039,1400,398.0,53,2,2,1,1
2040,1400,390.0,53,2,2,1,1
2041,1400,369.0,55,2,2,1,1
2042,1400,475.0,60,2,2,1,1
2043,1400,533.0,55,2,2,1,1
2044,1400,1500.0,32,1,2,1,1
2045,1400,458.0,60,2,2,1,1
2046,1400,650.0,60,2,2,1,1
2047,1400,450.0,47,2,2,1,1
2048,1400,510.0,64,2,2,1,1
2049,1400,350.0,52,2,2,1,1
2050,1400,396.0,55,2,2,1,1
2051,1400,450.0,110,2,2,1,1
2052,1400,631.0,66,2,2,1,1
2053,1400,0.0,65,2,2,1,1
2054,1400,512.0,60,3,2,1,1
2055,1400,428.0,46,2,2,1,1
2056,1400,573.0,56,2,2,1,1
2057,1400,420.0,58,2,2,1,1
2058,1400,300.0,70,2,2,1,1
2059,1400,540.0,55,2,2,1,1
2060,1400,425.0,56,2,2,1,1
2061,1400,384.0,50,2,2,1,1
2062,1400,550.0,60,3,2,1,1
2063,1400,480.0,50,2,2,1,1
2064,1400,720.0,56,2,2,1,1
2065,1400,730.0,86,3,2,1,1
2066,1400,53.0,70,2,2,1,1
2067,1400,450.0,54,2,2,1,1
2068,1400,354.0,48,1,1,0,0
2069,1400,350.0,75,3,1,0,0
2070,1400,615.0,63,2,2,1,1
2071,1400,670.0,90,3,2,1,2
2072,1400,1300.0,85,3,3,2,1
2073,1400,462.0,52,2,2,1,1
2074,1400,462.0,52,2,2,1,1
2075,1400,340.0,33,1,1,0,1
2076,1400,1460.0,85,3,2,1,2
2077,1400,700.0,75,2,1,0,1
2078,1400,384.0,50,2,1,0,1
2079,1400,800.0,75,3,1,0,2
2080,1400,600.0,56,2,2,1,1
2081,1400,520.0,63,2,1,0,0
2082,1400,15.0,40,2,1,0,0
2083,1400,1857.5,30,1,1,0,1
2084,1400,0.0,45,2,1,0,1
2085,1400,290.0,69,3,1,0,1
2086,1400,1112.0,72,2,2,1,1
2087,1400,220.0,60,2,2,1,1
2088,1400,690.0,50,2,2,1,1
2089,1409,680.0,35,1,2,1,1
2090,1414,586.0,80,2,1,0,1
2091,1420,480.0,50,2,1,0,1
2092,1420,580.0,54,2,1,0,1
2093,1420,650.0,50,2,2,1,1
2094,1428,0.0,60,3,2,1,1
2095,1430,470.0,55,1,2,1,1
2096,1430,0.0,52,2,2,1,1
2097,1430,527.0,50,1,1,0,1
2098,1440,0.0,47,2,2,1,1
2099,1441,733.0,70,2,2,1,1
2100,1441,733.0,70,2,1,0,0
2101,1447,666.0,85,2,1,0,1
2102,1450,0.0,65,2,2,1,1
2103,1450,350.0,52,2,2,1,1
2104,1450,500.0,65,2,2,1,1
2105,1450,750.0,70,3,2,1,2
2106,1450,650.0,70,3,2,1,1
2107,1450,458.0,50,2,2,1,1
2108,1450,650.0,75,3,2,1,1
2109,1450,0.0,50,2,2,1,1
2110,1450,1.0,48,2,2,1,1
2111,1450,0.0,60,2,2,1,1
2112,1450,450.0,62,3,2,1,1
2113,1450,492.0,56,3,2,1,1
2114,1450,450.0,48,2,2,1,1
2115,1450,0.0,50,1,1,0,0
2116,1450,210.0,70,2,1,0,0
2117,1450,380.0,33,1,1,0,1
2118,1450,550.0,76,3,2,1,2
2119,1450,476.0,45,1,1,0,1
2120,1450,438.0,49,2,1,0,1
2121,1450,729.0,68,2,2,1,2
2122,1450,500.0,65,2,2,1,1
2123,1450,475.0,60,2,2,1,1
2124,1450,458.0,49,2,2,1,1
2125,1450,350.0,50,2,1,0,1
2126,1450,587.0,50,2,2,1,1
2127,1450,554.0,50,2,1,0,1
2128,1450,280.0,100,2,1,0,1
2129,1450,690.0,65,3,2,1,1
2130,1450,380.0,53,2,1,0,1
2131,1450,345.0,49,2,1,0,1
2132,1450,950.0,42,1,2,1,1
2133,1450,450.0,49,2,1,0,1
2134,1450,590.0,80,2,2,1,1
2135,1450,150.0,60,2,2,1,1
2136,1450,550.0,60,2,2,1,1
2137,1450,0.0,99,2,2,1,1
2138,1450,430.0,49,2,2,1,1
2139,1450,485.0,60,2,2,1,1
2140,1450,446.0,50,2,1,0,0
2141,1450,385.0,45,1,1,0,0
2142,1450,473.0,54,2,1,0,0
2143,1450,400.0,63,2,2,1,1
2144,1450,600.0,40,1,1,0,1
2145,1460,340.0,50,2,2,1,1
2146,1460,800.0,84,3,2,1,1
2147,1475,525.0,60,2,3,2,1
2148,1480,527.0,50,1,1,0,1
2149,1480,458.0,57,1,2,1,0
2150,1486,714.0,50,2,1,0,0
2151,1490,430.0,45,1,1,0,1
2152,1497,730.0,100,3,3,1,1
2153,1499,850.0,90,3,2,0,1
2154,1499,300.0,55,2,2,1,1
2155,1500,337.0,55,2,2,1,1
2156,1500,1857.5,172,3,2,1,2
2157,1500,275.0,80,3,2,1,1
2158,1500,410.0,56,3,2,1,1
2159,1500,870.0,77,3,2,1,2
2160,1500,870.0,78,3,2,1,2
2161,1500,530.0,63,3,2,1,1
2162,1500,375.0,55,2,2,1,1
2163,1500,0.0,62,3,2,1,1
2164,1500,0.0,53,2,2,1,1
2165,1500,0.0,60,3,2,1,1
2166,1500,200.0,72,4,2,1,1
2167,1500,700.0,68,3,2,1,1
2168,1500,180.0,78,2,2,1,1
2169,1500,730.0,70,3,2,1,1
2170,1500,279.0,56,2,2,1,1
2171,1500,246.0,56,2,2,1,1
2172,1500,279.0,56,2,2,1,1
2173,1500,560.0,57,2,2,1,1
2174,1500,246.0,57,2,2,1,1
2175,1500,246.0,56,2,2,1,1
2176,1500,246.0,56,2,2,1,1
2177,1500,275.0,56,2,2,1,1
2178,1500,279.0,56,2,2,1,1
2179,1500,279.0,56,2,2,1,1
2180,1500,320.0,56,2,2,1,1
2181,1500,971.0,95,3,2,1,2
2182,1500,0.0,50,2,2,1,1
2183,1500,390.0,50,2,2,1,1
2184,1500,550.0,60,2,2,1,1
2185,1500,0.0,57,2,2,1,1
2186,1500,0.0,72,4,2,1,1
2187,1500,600.0,60,2,2,1,1
2188,1500,0.0,80,1,2,1,1
2189,1500,1155.0,120,3,2,1,2
2190,1500,700.0,72,3,2,1,1
2191,1500,370.0,70,3,2,1,1
2192,1500,250.0,60,2,2,1,1
2193,1500,915.0,86,3,2,1,1
2194,1500,568.0,65,2,2,1,1
2195,1500,300.0,65,3,2,1,1
2196,1500,657.0,70,2,2,1,1
2197,1500,387.0,64,2,2,1,1
2198,1500,750.0,70,3,2,1,1
2199,1500,500.0,56,2,2,1,1
2200,1500,400.0,56,2,2,1,1
2201,1500,750.0,80,3,2,1,1
2202,1500,452.0,55,2,2,1,1
2203,1500,487.0,50,2,2,1,1
2204,1500,505.0,50,2,2,1,1
2205,1500,300.0,35,1,2,1,1
2206,1500,335.0,76,3,2,1,1
2207,1500,125.0,110,2,2,1,1
2208,1500,0.0,32,1,2,1,1
2209,1500,570.0,70,2,2,1,1
2210,1500,0.0,59,2,2,1,1
2211,1500,350.0,50,2,2,1,1
2212,1500,589.0,65,1,2,1,2
2213,1500,0.0,43,2,2,1,1
2214,1500,500.0,64,3,2,1,1
2215,1500,529.0,50,2,2,1,1
2216,1500,732.0,74,3,2,1,1
2217,1500,800.0,91,3,1,2,2
2218,1500,300.0,48,2,2,1,1
2219,1500,350.0,48,2,2,1,1
2220,1500,560.0,68,3,2,1,1
2221,1500,0.0,55,3,2,1,1
2222,1500,0.0,72,3,2,1,1
2223,1500,0.0,44,1,2,1,1
2224,1500,732.0,111,3,2,1,1
2225,1500,786.0,90,3,2,1,1
2226,1500,505.0,70,3,2,1,1
2227,1500,650.0,68,2,2,1,1
2228,1500,399.0,62,3,2,1,1
2229,1500,1500.0,140,2,3,2,4
2230,1500,600.0,52,2,2,1,1
2231,1500,748.0,51,1,2,1,2
2232,1500,540.0,65,3,2,1,1
2233,1500,480.0,50,1,2,1,1
2234,1500,700.0,64,2,2,1,1
2235,1500,700.0,73,3,2,1,1
2236,1500,822.0,70,2,2,1,2
2237,1500,1780.0,99,3,3,1,2
2238,1500,700.0,58,1,2,1,2
2239,1500,700.0,50,2,2,1,1
2240,1500,620.0,35,1,2,1,1
2241,1500,474.0,48,2,2,1,1
2242,1500,1125.0,115,3,3,1,2
2243,1500,609.0,55,2,2,1,1
2244,1500,480.0,53,2,2,1,1
2245,1500,892.0,70,3,2,1,1
2246,1500,587.0,56,2,2,1,1
2247,1500,392.0,50,2,2,1,1
2248,1500,170.0,85,2,2,1,1
2249,1500,0.0,65,2,2,1,1
2250,1500,142.0,60,1,2,1,1
2251,1500,142.0,63,1,2,1,1
2252,1500,391.0,65,2,2,1,1
2253,1500,299.0,58,2,2,1,1
2254,1500,480.0,70,3,2,1,1
2255,1500,780.0,80,3,3,1,2
2256,1500,390.0,49,2,2,1,1
2257,1500,663.0,70,3,2,1,1
2258,1500,411.0,50,2,2,1,1
2259,1500,515.0,65,3,2,1,1
2260,1500,925.0,79,2,2,1,1
2261,1500,0.0,50,2,2,1,1
2262,1500,600.0,60,2,2,1,1
2263,1500,465.0,60,2,2,1,1
2264,1500,450.0,49,2,2,1,1
2265,1500,1500.0,63,2,2,1,1
2266,1500,595.0,70,2,2,1,2
2267,1500,520.0,55,1,1,0,0
2268,1500,306.0,50,1,1,0,1
2269,1500,580.0,90,2,1,0,1
2270,1500,942.0,109,2,1,0,1
2271,1500,1100.0,90,2,1,0,1
2272,1500,273.0,32,1,1,0,1
2273,1500,273.0,31,1,1,0,1
2274,1500,140.0,100,2,2,0,1
2275,1500,413.0,75,2,1,0,0
2276,1500,273.0,31,1,1,0,1
2277,1500,273.0,31,1,1,0,1
2278,1500,400.0,45,2,1,0,1
2279,1500,208.0,34,1,2,1,0
2280,1500,0.0,85,2,1,0,0
2281,1500,403.0,80,2,1,0,0
2282,1500,346.0,53,2,1,0,1
2283,1500,370.0,50,2,1,0,1
2284,1500,273.0,31,1,1,0,1
2285,1500,273.0,31,1,1,0,1
2286,1500,346.0,53,2,1,0,1
2287,1500,273.0,31,1,1,0,1
2288,1500,273.0,31,1,1,0,1
2289,1500,245.0,60,1,1,0,1
2290,1500,600.0,60,2,1,0,1
2291,1500,570.0,45,1,1,0,0
2292,1500,1200.0,80,2,1,0,1
2293,1500,608.0,45,1,1,0,0
2294,1500,349.0,80,2,1,0,0
2295,1500,389.0,75,2,1,0,0
2296,1500,538.0,52,1,2,1,0
2297,1500,560.0,40,1,1,0,1
2298,1500,513.0,45,1,1,0,0
2299,1500,330.0,33,1,1,0,1
2300,1500,600.0,63,3,2,1,1
2301,1500,564.0,63,3,2,1,1
2302,1500,300.0,67,3,2,1,0
2303,1500,420.0,65,3,2,1,1
2304,1500,1000.0,98,3,1,0,1
2305,1500,950.0,90,3,2,1,3
2306,1500,804.0,90,3,1,0,2
2307,1500,420.0,65,3,2,1,1
2308,1500,546.0,60,3,2,1,1
2309,1500,719.0,69,2,1,0,1
2310,1500,1100.0,110,3,2,1,2
2311,1500,495.0,60,1,2,1,2
2312,1500,145.0,70,2,1,0,1
2313,1500,480.0,125,3,2,0,1
2314,1500,520.0,42,1,2,1,1
2315,1500,550.0,53,2,2,1,2
2316,1500,652.0,60,2,1,0,2
2317,1500,190.0,50,1,1,0,1
2318,1500,972.0,100,3,3,1,1
2319,1500,530.0,53,2,2,1,1
2320,1500,550.0,77,3,1,0,1
2321,1500,430.0,56,2,2,1,1
2322,1500,420.0,46,2,1,0,1
2323,1500,337.0,55,2,1,0,1
2324,1500,416.0,45,2,1,0,1
2325,1500,0.0,55,2,1,0,1
2326,1500,1350.0,127,3,4,3,2
2327,1500,870.0,77,3,2,0,2
2328,1500,900.0,77,3,2,1,2
2329,1500,1200.0,127,3,4,3,2
2330,1500,500.0,62,3,1,0,1
2331,1500,200.0,110,3,2,1,1
2332,1500,0.0,55,2,2,1,1
2333,1500,450.0,62,3,2,1,1
2334,1500,0.0,45,2,1,0,1
2335,1500,420.0,60,2,1,0,1
2336,1500,280.0,56,2,1,0,1
2337,1500,971.0,95,3,2,1,2
2338,1500,700.0,80,3,2,1,1
2339,1500,455.0,67,2,1,0,1
2340,1500,690.0,86,3,2,1,2
2341,1500,580.0,55,3,1,0,1
2342,1500,498.0,50,2,1,0,1
2343,1500,800.0,126,3,2,1,1
2344,1500,452.0,55,2,2,1,1
2345,1500,480.0,50,2,1,0,1
2346,1500,505.0,50,2,1,0,1
2347,1500,361.0,48,1,1,0,0
2348,1500,580.0,60,2,1,0,1
2349,1500,605.0,72,3,2,1,1
2350,1500,775.0,56,2,1,0,1
2351,1500,0.0,144,1,2,1,1
2352,1500,590.0,142,2,1,0,1
2353,1500,680.0,64,2,1,0,1
2354,1500,424.0,55,2,1,0,1
2355,1500,707.0,67,2,1,0,1
2356,1500,600.0,70,3,2,1,1
2357,1500,860.0,70,2,2,1,2
2358,1500,850.0,72,3,2,1,2
2359,1500,909.0,102,2,2,1,2
2360,1500,1490.0,70,3,1,0,1
2361,1500,400.0,45,2,1,0,1
2362,1500,650.0,40,2,1,0,1
2363,1500,330.0,60,2,1,0,1
2364,1500,0.0,70,2,1,0,1
2365,1500,330.0,60,2,1,0,1
2366,1500,650.0,73,3,1,0,1
2367,1500,760.0,75,3,2,0,2
2368,1500,827.0,87,3,2,1,2
2369,1500,515.0,38,1,2,1,1
2370,1500,720.0,74,3,2,0,1
2371,1500,816.0,75,3,1,0,1
2372,1500,370.0,58,3,1,0,1
2373,1500,495.0,63,2,2,1,2
2374,1500,600.0,75,3,2,1,1
2375,1500,190.0,50,2,1,0,1
2376,1500,500.0,60,2,1,0,1
2377,1500,550.0,75,2,2,1,1
2378,1500,486.0,70,2,1,0,1
2379,1500,600.0,60,2,1,0,1
2380,1500,600.0,60,2,2,1,1
2381,1500,506.0,64,2,1,0,1
2382,1500,462.0,60,2,1,0,1
2383,1500,560.0,57,2,1,0,1
2384,1500,436.0,65,2,1,0,1
2385,1500,80.0,70,2,1,0,1
2386,1500,436.0,55,2,1,0,1
2387,1500,0.0,56,2,1,0,1
2388,1500,142.0,60,1,1,0,0
2389,1500,683.0,65,2,1,0,1
2390,1500,409.0,80,2,1,0,1
2391,1500,142.0,60,1,1,0,0
2392,1500,306.0,70,3,2,1,1
2393,1500,306.0,70,3,2,1,1
2394,1500,299.0,58,2,1,0,1
2395,1500,390.0,49,2,1,0,0
2396,1500,450.0,50,2,2,1,1
2397,1500,663.0,70,3,2,1,1
2398,1500,450.0,50,2,2,1,1
2399,1500,450.0,55,2,2,1,1
2400,1500,371.0,54,2,1,0,1
2401,1500,482.0,65,2,1,0,1
2402,1500,430.0,48,2,2,1,1
2403,1500,200.0,45,2,1,0,0
2404,1500,200.0,82,2,2,1,0
2405,1500,435.0,50,1,1,0,1
2406,1500,305.0,58,2,1,0,1
2407,1500,0.0,60,1,1,0,1
2408,1500,1300.0,60,2,2,1,2
2409,1500,180.0,65,2,1,0,1
2410,1500,580.0,53,2,1,0,2
2411,1500,610.0,64,2,2,1,1
2412,1500,255.0,30,1,2,1,1
2413,1500,383.0,75,2,2,1,1
2414,1500,709.0,73,2,2,1,2
2415,1500,370.0,50,2,2,1,1
2416,1500,403.0,80,2,2,1,1
2417,1500,430.0,42,2,2,1,1
2418,1500,320.0,43,2,2,1,1
2419,1500,413.0,75,2,2,1,1
2420,1500,200.0,45,1,2,1,1
2421,1500,350.0,50,2,2,1,1
2422,1500,325.0,45,2,2,1,1
2423,1500,411.0,80,2,2,1,1
2424,1500,411.0,75,2,2,1,1
2425,1500,0.0,58,1,2,1,1
2426,1500,500.0,55,2,2,1,1
2427,1500,480.0,52,2,2,1,1
2428,1500,400.0,75,1,2,1,1
2429,1500,600.0,63,3,2,1,1
2430,1500,562.0,67,2,2,1,1
2431,1500,304.0,55,2,2,1,1
2432,1500,450.0,80,3,3,1,1
2433,1500,550.0,70,2,2,1,2
2434,1500,420.0,65,3,2,1,1
2435,1500,546.0,60,3,2,1,1
2436,1500,546.0,65,3,2,1,1
2437,1500,950.0,90,3,2,1,3
2438,1500,940.0,83,3,2,1,1
2439,1500,650.0,55,2,2,1,1
2440,1500,380.0,70,2,2,1,1
2441,1500,145.0,70,2,2,1,1
2442,1500,402.0,65,2,2,1,1
2443,1500,520.0,43,1,2,1,1
2444,1500,1138.0,100,2,2,1,1
2445,1500,652.0,60,2,2,1,2
2446,1500,480.0,57,2,2,1,1
2447,1500,520.0,42,1,2,1,1
2448,1500,640.0,80,3,2,1,1
2449,1500,388.0,50,2,2,1,1
2450,1500,340.0,45,2,2,1,1
2451,1500,0.0,56,2,2,1,1
2452,1500,590.0,52,2,2,1,1
2453,1500,0.0,52,2,2,1,1
2454,1500,500.0,57,2,2,1,1
2455,1500,530.0,52,2,2,1,1
2456,1500,750.0,70,3,2,1,1
2457,1500,500.0,52,2,2,1,1
2458,1500,279.0,56,2,2,1,1
2459,1500,279.0,56,2,2,1,1
2460,1500,290.0,56,2,2,1,1
2461,1500,400.0,65,3,2,1,1
2462,1500,280.0,56,2,2,1,1
2463,1500,279.0,56,2,2,1,1
2464,1500,279.0,56,2,2,1,1
2465,1500,275.0,56,2,2,1,1
2466,1500,246.0,56,2,2,1,1
2467,1500,600.0,64,2,2,1,1
2468,1500,640.0,89,3,3,1,1
2469,1500,507.0,60,3,2,1,1
2470,1500,281.0,54,2,2,1,2
2471,1500,0.0,54,2,2,1,1
2472,1500,220.0,54,1,2,1,1
2473,1500,335.0,35,1,2,1,1
2474,1500,502.0,68,3,2,1,1
2475,1500,710.0,64,3,2,1,1
2476,1500,1049.0,60,3,2,1,1
2477,1500,905.0,82,3,2,1,2
2478,1500,692.0,57,2,2,1,1
2479,1500,400.0,65,3,2,1,1
2480,1500,462.0,60,2,2,1,2
2481,1500,600.0,60,2,2,1,1
2482,1500,0.0,72,2,2,1,1
2483,1500,0.0,68,1,2,1,1
2484,1500,512.0,38,1,1,0,0
2485,1500,493.0,68,1,1,0,1
2486,1500,150.0,80,2,1,0,0
2487,1500,799.0,70,2,1,0,1
2488,1500,798.0,80,3,1,0,0
2489,1500,640.0,80,3,1,0,1
2490,1500,350.0,63,2,1,0,1
2491,1500,515.0,65,2,1,0,1
2492,1500,1857.5,172,3,2,1,2
2493,1500,500.0,52,2,1,0,1
2494,1500,426.0,46,2,1,0,1
2495,1500,555.0,60,2,1,0,2
2496,1500,500.0,56,2,1,0,1
2497,1500,680.0,76,3,1,0,1
2498,1500,631.0,60,3,1,0,1
2499,1500,310.0,70,2,1,0,1
2500,1500,520.0,50,2,1,0,0
2501,1500,580.0,68,3,1,0,1
2502,1500,670.0,80,3,2,1,1
2503,1500,640.0,76,3,1,0,1
2504,1500,853.0,70,3,1,0,1
2505,1500,825.0,75,3,1,0,1
2506,1500,639.0,74,3,1,0,1
2507,1500,125.0,80,2,1,0,0
2508,1500,476.0,34,1,1,0,1
2509,1500,600.0,70,3,2,1,2
2510,1500,350.0,49,2,1,0,1
2511,1500,0.0,40,1,1,0,1
2512,1500,455.0,55,2,1,0,1
2513,1500,880.0,82,3,2,1,1
2514,1500,530.0,56,2,1,0,1
2515,1500,623.0,65,2,1,0,1
2516,1500,600.0,76,3,1,0,1
2517,1500,824.0,68,3,2,1,1
2518,1500,450.0,65,2,1,0,0
2519,1500,690.0,57,2,2,1,2
2520,1500,1014.0,70,3,2,1,1
2521,1500,570.0,74,2,2,0,1
2522,1509,750.0,85,3,2,1,2
2523,1509,750.0,85,3,2,1,2
2524,1520,420.0,75,3,2,1,1
2525,1530,1030.0,60,3,2,1,2
2526,1530,450.0,76,3,2,1,1
2527,1530,1030.0,60,3,1,0,2
2528,1540,640.0,75,3,1,0,0
2529,1540,640.0,74,3,1,0,1
2530,1541,110.0,37,2,1,0,1
2531,1550,0.0,63,3,2,1,2
2532,1550,0.0,60,2,2,1,1
2533,1550,560.0,66,2,2,1,1
2534,1550,442.0,60,2,2,1,1
2535,1550,510.0,55,2,2,1,1
2536,1550,460.0,46,2,2,1,1
2537,1550,557.0,52,2,2,1,1
2538,1550,636.0,74,3,2,1,1
2539,1550,450.0,63,3,2,1,1
2540,1550,306.0,60,2,1,0,0
2541,1550,470.0,65,2,1,0,0
2542,1550,340.0,60,1,1,0,0
2543,1550,520.0,42,1,2,1,1
2544,1550,564.0,78,3,1,0,1
2545,1550,592.0,73,3,1,0,1
2546,1550,760.0,75,3,1,0,2
2547,1550,950.0,40,1,1,0,1
2548,1550,470.0,65,2,2,1,1
2549,1550,550.0,33,1,2,1,1
2550,1550,564.0,78,3,2,1,1
2551,1550,520.0,42,1,2,1,1
2552,1550,306.0,43,2,2,1,1
2553,1550,0.0,45,2,2,1,1
2554,1550,630.0,34,1,1,0,1
2555,1550,564.0,78,3,1,0,1
2556,1550,306.0,43,2,1,0,1
2557,1550,500.0,64,3,1,0,1
2558,1550,540.0,50,2,1,0,1
2559,1550,500.0,50,2,1,0,1
2560,1570,0.0,50,2,2,1,1
2561,1580,0.0,60,2,2,1,1
2562,1583,0.0,48,2,2,1,1
2563,1590,790.0,45,1,2,1,1
2564,1590,530.0,60,2,1,0,0
2565,1599,560.0,65,2,2,1,1
2566,1600,416.0,45,2,2,1,1
2567,1600,306.0,43,2,2,1,1
2568,1600,150.0,80,2,2,1,1
2569,1600,420.0,46,2,2,1,1
2570,1600,300.0,48,2,2,1,1
2571,1600,300.0,66,2,2,1,1
2572,1600,0.0,48,2,2,1,1
2573,1600,400.0,52,2,2,1,1
2574,1600,520.0,64,3,2,1,1
2575,1600,450.0,54,2,2,1,1
2576,1600,370.0,70,2,2,1,1
2577,1600,0.0,52,2,2,1,1
2578,1600,0.0,56,2,2,1,1
2579,1600,313.0,53,2,2,1,1
2580,1600,550.0,49,2,2,1,1
2581,1600,370.0,54,2,2,1,1
2582,1600,500.0,50,2,2,1,1
2583,1600,400.0,56,2,2,1,1
2584,1600,358.0,56,2,2,1,1
2585,1600,542.0,65,3,2,1,1
2586,1600,360.0,57,2,2,1,1
2587,1600,0.0,56,3,2,1,1
2588,1600,0.0,61,3,2,1,1
2589,1600,450.0,62,3,2,1,1
2590,1600,900.0,90,3,2,1,2
2591,1600,583.0,68,2,2,1,1
2592,1600,230.0,80,2,2,1,1
2593,1600,400.0,50,2,2,1,1
2594,1600,700.0,90,2,2,1,1
2595,1600,512.0,47,2,2,1,1
2596,1600,290.0,36,1,2,1,1
2597,1600,706.0,67,2,2,1,1
2598,1600,550.0,50,2,2,1,1
2599,1600,350.0,36,1,2,1,1
2600,1600,450.0,62,1,2,1,1
2601,1600,550.0,50,1,2,1,1
2602,1600,400.0,47,2,2,1,1
2603,1600,0.0,57,3,2,1,1
2604,1600,0.0,52,2,2,1,1
2605,1600,0.0,70,2,2,1,1
2606,1600,556.0,62,3,2,1,1
2607,1600,0.0,72,3,2,1,1
2608,1600,686.0,65,3,2,1,1
2609,1600,800.0,48,2,2,1,1
2610,1600,230.0,50,2,2,1,1
2611,1600,230.0,50,2,2,1,1
2612,1600,470.0,48,1,2,1,1
2613,1600,712.0,68,2,2,1,1
2614,1600,337.0,38,1,2,1,1
2615,1600,300.0,60,2,2,1,1
2616,1600,360.0,44,2,2,1,1
2617,1600,450.0,50,2,2,1,1
2618,1600,350.0,112,2,2,1,2
2619,1600,680.0,55,2,2,1,1
2620,1600,0.0,38,1,2,1,1
2621,1600,743.0,50,2,2,1,1
2622,1600,760.0,52,2,2,1,2
2623,1600,900.0,45,1,2,1,1
2624,1600,917.0,53,2,2,1,1
2625,1600,350.0,49,2,2,1,1
